date,smart_warning_tier,pre_warning_tier,smart_warning_tier_10d_path,pre_warning_tier_10d_path,warning_level,signal_stage,action,warning_source,warning_sources,switch_reason
2017-01-11,none,none,warning->warning->warning->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2017-01-10,none,none,none->warning->warning->warning->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2017-01-09,none,none,none->none->warning->warning->warning->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2017-01-06,none,none,none->none->none->warning->warning->warning->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2017-01-05,none,none,none->none->none->none->warning->warning->warning->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2017-01-04,none,none,none->none->none->none->none->warning->warning->warning->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2017-01-03,none,none,none->none->none->none->none->none->warning->warning->warning->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-12-30,warning,none,none->none->none->none->none->none->none->warning->warning->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2016-12-29,warning,none,none->none->none->none->none->none->none->none->warning->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2016-12-28,warning,none,none->none->none->none->none->none->none->none->none->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2016-12-27,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-12-23,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-12-22,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-12-21,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-12-20,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-12-19,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-12-16,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-12-15,none,none,warning->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-12-14,none,none,warning->warning->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-12-13,none,none,none->warning->warning->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-12-12,none,none,none->none->warning->warning->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-12-09,none,none,none->none->none->warning->warning->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-12-08,none,none,none->none->none->none->warning->warning->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-12-07,none,none,none->none->none->none->none->warning->warning->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-12-06,none,none,none->none->none->none->none->none->warning->warning->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-12-05,none,none,none->none->none->none->none->none->none->warning->warning->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-12-02,warning,none,none->none->none->none->none->none->none->none->warning->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2016-12-01,warning,none,none->none->none->none->none->none->none->none->none->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2016-11-30,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-11-29,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-11-28,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-11-25,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-11-23,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-11-22,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-11-21,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-11-18,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-11-17,none,none,warning->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-11-16,none,none,none->warning->none->none->none->none->none->none->none->none,warning->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-11-15,none,none,warning->none->warning->none->none->none->none->none->none->none,none->warning->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-11-14,none,none,warning->warning->none->warning->none->none->none->none->none->none,none->none->warning->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-11-11,none,none,warning->warning->warning->none->warning->none->none->none->none->none,none->none->none->warning->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-11-10,none,none,warning->warning->warning->warning->none->warning->none->none->none->none,none->none->none->none->warning->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-11-09,none,none,none->warning->warning->warning->warning->none->warning->none->none->none,none->none->none->none->none->warning->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-11-08,none,none,none->none->warning->warning->warning->warning->none->warning->none->none,none->none->none->none->none->none->warning->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-11-07,none,none,none->none->none->warning->warning->warning->warning->none->warning->none,none->none->none->none->none->none->none->warning->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-11-04,warning,none,none->none->none->none->warning->warning->warning->warning->none->warning,none->none->none->none->none->none->none->none->warning->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|sentiment_factor|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2016-11-03,none,warning,none->none->none->none->none->warning->warning->warning->warning->none,none->none->none->none->none->none->none->none->none->warning,SHORT_TERM,PREWARNING,SHORT_TERM_WARNING_EARLY,lead10_structural_switch_plus_early_guard,high_hurst|lead10_structural_switch_plus_early_guard|sentiment_factor|shortterm_early_guard,high_hurst|shortterm_early_guard
2016-11-02,warning,none,none->none->none->none->none->none->warning->warning->warning->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|sentiment_factor|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2016-11-01,warning,none,none->none->none->none->none->none->none->warning->warning->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|sentiment_factor|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2016-10-31,warning,none,none->none->none->none->none->none->none->none->warning->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|sentiment_factor|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2016-10-28,warning,none,warning->none->none->none->none->none->none->none->none->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2016-10-27,none,none,warning->warning->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-10-26,none,none,warning->warning->warning->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-10-25,none,none,warning->warning->warning->warning->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-10-24,none,none,warning->warning->warning->warning->warning->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-10-21,none,none,none->warning->warning->warning->warning->warning->none->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-10-20,none,none,warning->none->warning->warning->warning->warning->warning->none->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-10-19,none,none,none->warning->none->warning->warning->warning->warning->warning->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-10-18,none,none,warning->none->warning->none->warning->warning->warning->warning->warning->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-10-17,warning,none,warning->warning->none->warning->none->warning->warning->warning->warning->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2016-10-14,warning,none,none->warning->warning->none->warning->none->warning->warning->warning->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2016-10-13,warning,none,none->none->warning->warning->none->warning->none->warning->warning->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2016-10-12,warning,none,warning->none->none->warning->warning->none->warning->none->warning->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2016-10-11,warning,none,none->warning->none->none->warning->warning->none->warning->none->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2016-10-10,none,none,none->none->warning->none->none->warning->warning->none->warning->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-10-07,warning,none,none->none->none->warning->none->none->warning->warning->none->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2016-10-06,none,none,none->none->none->none->warning->none->none->warning->warning->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
2016-10-05,warning,none,none->none->none->none->none->warning->none->none->warning->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2016-10-04,warning,none,none->none->none->none->none->none->warning->none->none->warning,none->none->none->none->none->none->none->none->none->none,WATCH,WATCH,SHORT_TERM_WATCH,shortterm_watch_guard,high_hurst|shortterm_watch_guard,high_hurst|shortterm_watch_guard
2016-10-03,none,none,none->none->none->none->none->none->none->warning->none->none,none->none->none->none->none->none->none->none->none->none,NONE,NONE,HOLD_STRATEGIC,NONE,NONE,high_hurst
